game_id,home_team,away_team,season_type,week,stadium,roof,surface,temp,wind,home_win
2019_01_ATL_MIN,MIN,ATL,REG,1,U.S. Bank Stadium,dome,sportturf,,,0
2019_01_BAL_MIA,MIA,BAL,REG,1,Hard Rock Stadium,outdoors,grass,91.0,8.0,0
2019_01_BUF_NYJ,NYJ,BUF,REG,1,MetLife Stadium,outdoors,fieldturf,77.0,6.0,1
2019_01_CIN_SEA,SEA,CIN,REG,1,Lumen Field,outdoors,fieldturf,64.0,7.0,0
2019_01_DEN_OAK,LV,DEN,REG,1,Oakland-Alameda County Stadium,outdoors,grass,68.0,15.0,1
2019_01_DET_ARI,ARI,DET,REG,1,State Farm Stadium,closed,grass,,,0
2019_01_GB_CHI,CHI,GB,REG,1,Soldier Field,outdoors,grass,65.0,10.0,0
2019_01_HOU_NO,NO,HOU,REG,1,Caesars Superdome,dome,astroturf,,,0
2019_01_IND_LAC,LAC,IND,REG,1,ROKiT Field - Dignity Health Sports Park,outdoors,grass,77.0,10.0,1
2019_01_KC_JAX,JAX,KC,REG,1,EverBank Stadium,outdoors,grass,91.0,6.0,0
2019_01_LA_CAR,CAR,LA,REG,1,Bank of America Stadium,outdoors,grass,87.0,3.0,0
2019_01_NYG_DAL,DAL,NYG,REG,1,AT&T Stadium,closed,fieldturf,,,1
2019_01_PIT_NE,NE,PIT,REG,1,Gillette Stadium,outdoors,grass,66.0,2.0,1
2019_01_SF_TB,TB,SF,REG,1,Raymond James Stadium,outdoors,grass,93.0,9.0,0
2019_01_TEN_CLE,CLE,TEN,REG,1,Cleveland Browns Stadium,outdoors,grass,71.0,10.0,0
2019_01_WAS_PHI,PHI,WAS,REG,1,Lincoln Financial Field,outdoors,grass,79.0,4.0,1
2019_02_ARI_BAL,BAL,ARI,REG,2,M&T Bank Stadium,outdoors,grass,82.0,8.0,1
2019_02_BUF_NYG,NYG,BUF,REG,2,MetLife Stadium,outdoors,fieldturf,79.0,5.0,0
2019_02_CHI_DEN,DEN,CHI,REG,2,Empower Field at Mile High,outdoors,grass,87.0,3.0,0
2019_02_CLE_NYJ,NYJ,CLE,REG,2,MetLife Stadium,outdoors,fieldturf,72.0,3.0,0
2019_02_DAL_WAS,WAS,DAL,REG,2,Commanders Field,outdoors,grass,80.0,7.0,0
2019_02_IND_TEN,TEN,IND,REG,2,Nissan Stadium,outdoors,grass,93.0,1.0,1
2019_02_JAX_HOU,HOU,JAX,REG,2,NRG Stadium,closed,grass,,,1
2019_02_KC_OAK,LV,KC,REG,2,Oakland-Alameda County Stadium,outdoors,grass,70.0,13.0,0
2019_02_LAC_DET,DET,LAC,REG,2,Ford Field,dome,fieldturf,,,0
2019_02_MIN_GB,GB,MIN,REG,2,Lambeau Field,outdoors,grass,72.0,5.0,1
2019_02_NE_MIA,MIA,NE,REG,2,Hard Rock Stadium,outdoors,grass,87.0,4.0,0
2019_02_NO_LA,LA,NO,REG,2,Los Angeles Memorial Coliseum,outdoors,grass,85.0,4.0,1
2019_02_PHI_ATL,ATL,PHI,REG,2,Mercedes-Benz Stadium,open,fieldturf,,,1
2019_02_SEA_PIT,PIT,SEA,REG,2,Acrisure Stadium,outdoors,grass,81.0,3.0,0
2019_02_SF_CIN,CIN,SF,REG,2,Paycor Stadium,outdoors,grass,81.0,5.0,0
2019_02_TB_CAR,CAR,TB,REG,2,Bank of America Stadium,outdoors,grass,85.0,3.0,0
2019_03_ATL_IND,IND,ATL,REG,3,Lucas Oil Stadium,closed,fieldturf,,,1
2019_03_BAL_KC,KC,BAL,REG,3,GEHA Field at Arrowhead Stadium,outdoors,astroturf,,,1
2019_03_CAR_ARI,ARI,CAR,REG,3,State Farm Stadium,closed,grass,,,0
2019_03_CHI_WAS,WAS,CHI,REG,3,Commanders Field,outdoors,grass,87.0,5.0,0
2019_03_CIN_BUF,BUF,CIN,REG,3,Highmark Stadium,outdoors,astroturf,83.0,13.0,1
2019_03_DEN_GB,GB,DEN,REG,3,Lambeau Field,outdoors,grass,69.0,7.0,1
2019_03_DET_PHI,PHI,DET,REG,3,Lincoln Financial Field,outdoors,grass,84.0,7.0,0
2019_03_HOU_LAC,LAC,HOU,REG,3,ROKiT Field - Dignity Health Sports Park,outdoors,grass,87.0,4.0,1
2019_03_LA_CLE,CLE,LA,REG,3,Cleveland Browns Stadium,outdoors,grass,83.0,12.0,1
2019_03_MIA_DAL,DAL,MIA,REG,3,AT&T Stadium,closed,fieldturf,,,1
2019_03_NO_SEA,SEA,NO,REG,3,Lumen Field,outdoors,fieldturf,63.0,8.0,0
2019_03_NYG_TB,TB,NYG,REG,3,Raymond James Stadium,outdoors,grass,88.0,11.0,1
2019_03_NYJ_NE,NE,NYJ,REG,3,Gillette Stadium,outdoors,grass,81.0,10.0,1
2019_03_OAK_MIN,MIN,LV,REG,3,U.S. Bank Stadium,dome,sportturf,,,1
2019_03_PIT_SF,SF,PIT,REG,3,Levi's® Stadium,outdoors,grass,79.0,3.0,0
2019_03_TEN_JAX,JAX,TEN,REG,3,EverBank Stadium,outdoors,grass,73.0,9.0,1
2019_04_CAR_HOU,HOU,CAR,REG,4,NRG Stadium,closed,grass,,,0
2019_04_CIN_PIT,PIT,CIN,REG,4,Acrisure Stadium,outdoors,grass,76.0,1.0,1
2019_04_CLE_BAL,BAL,CLE,REG,4,M&T Bank Stadium,outdoors,grass,83.0,8.0,0
2019_04_DAL_NO,NO,DAL,REG,4,Caesars Superdome,dome,astroturf,,,0
2019_04_JAX_DEN,DEN,JAX,REG,4,Empower Field at Mile High,outdoors,grass,87.0,14.0,1
2019_04_KC_DET,DET,KC,REG,4,Ford Field,dome,fieldturf,,,1
2019_04_LAC_MIA,MIA,LAC,REG,4,Hard Rock Stadium,outdoors,grass,88.0,15.0,0
2019_04_MIN_CHI,CHI,MIN,REG,4,Soldier Field,outdoors,grass,67.0,8.0,1
2019_04_NE_BUF,BUF,NE,REG,4,Highmark Stadium,outdoors,astroturf,58.0,10.0,0
2019_04_OAK_IND,IND,LV,REG,4,Lucas Oil Stadium,closed,fieldturf,,,0
2019_04_PHI_GB,GB,PHI,REG,4,Lambeau Field,outdoors,grass,60.0,3.0,0
2019_04_SEA_ARI,ARI,SEA,REG,4,State Farm Stadium,closed,grass,,,0
2019_04_TB_LA,LA,TB,REG,4,Los Angeles Memorial Coliseum,outdoors,grass,74.0,2.0,0
2019_04_TEN_ATL,ATL,TEN,REG,4,Mercedes-Benz Stadium,closed,fieldturf,,,0
2019_04_WAS_NYG,NYG,WAS,REG,4,MetLife Stadium,outdoors,fieldturf,77.0,11.0,1
2019_05_ARI_CIN,CIN,ARI,REG,5,Paycor Stadium,outdoors,grass,76.0,6.0,0
2019_05_ATL_HOU,HOU,ATL,REG,5,NRG Stadium,closed,grass,,,1
2019_05_BAL_PIT,PIT,BAL,REG,5,Acrisure Stadium,outdoors,grass,70.0,7.0,1
2019_05_BUF_TEN,TEN,BUF,REG,5,Nissan Stadium,outdoors,grass,77.0,13.0,0
2019_05_CHI_OAK,LV,CHI,REG,5,Tottenham Hotspur Stadium,outdoors,grass,59.0,15.0,0
2019_05_CLE_SF,SF,CLE,REG,5,Levi's® Stadium,outdoors,grass,87.0,8.0,1
2019_05_DEN_LAC,LAC,DEN,REG,5,ROKiT Field - Dignity Health Sports Park,outdoors,grass,85.0,12.0,0
2019_05_GB_DAL,DAL,GB,REG,5,AT&T Stadium,closed,fieldturf,,,0
2019_05_IND_KC,KC,IND,REG,5,GEHA Field at Arrowhead Stadium,outdoors,astroturf,59.0,3.0,0
2019_05_JAX_CAR,CAR,JAX,REG,5,Bank of America Stadium,outdoors,grass,72.0,4.0,1
2019_05_LA_SEA,SEA,LA,REG,5,Lumen Field,outdoors,fieldturf,57.0,7.0,0
2019_05_MIN_NYG,NYG,MIN,REG,5,MetLife Stadium,outdoors,fieldturf,66.0,10.0,0
2019_05_NE_WAS,WAS,NE,REG,5,Commanders Field,outdoors,grass,70.0,8.0,0
2019_05_NYJ_PHI,PHI,NYJ,REG,5,Lincoln Financial Field,outdoors,grass,68.0,10.0,1
2019_05_TB_NO,NO,TB,REG,5,Caesars Superdome,dome,astroturf,,,1
2019_06_ATL_ARI,ARI,ATL,REG,6,State Farm Stadium,closed,grass,,,1
2019_06_CAR_TB,TB,CAR,REG,6,Tottenham Hotspur Stadium,outdoors,grass,61.0,14.0,0
2019_06_CIN_BAL,BAL,CIN,REG,6,M&T Bank Stadium,outdoors,grass,64.0,7.0,1
2019_06_DAL_NYJ,NYJ,DAL,REG,6,MetLife Stadium,outdoors,fieldturf,66.0,7.0,1
2019_06_DET_GB,GB,DET,REG,6,Lambeau Field,outdoors,grass,43.0,5.0,0
2019_06_HOU_KC,KC,HOU,REG,6,GEHA Field at Arrowhead Stadium,outdoors,astroturf,56.0,2.0,0
2019_06_NO_JAX,JAX,NO,REG,6,EverBank Stadium,outdoors,grass,81.0,3.0,0
2019_06_NYG_NE,NE,NYG,REG,6,Gillette Stadium,outdoors,grass,54.0,13.0,1
2019_06_PHI_MIN,MIN,PHI,REG,6,U.S. Bank Stadium,dome,sportturf,,,1
2019_06_PIT_LAC,LAC,PIT,REG,6,ROKiT Field - Dignity Health Sports Park,outdoors,grass,71.0,9.0,0
2019_06_SEA_CLE,CLE,SEA,REG,6,Cleveland Browns Stadium,outdoors,grass,58.0,20.0,0
2019_06_SF_LA,LA,SF,REG,6,Los Angeles Memorial Coliseum,outdoors,grass,77.0,2.0,0
2019_06_TEN_DEN,DEN,TEN,REG,6,Empower Field at Mile High,outdoors,grass,69.0,7.0,1
2019_06_WAS_MIA,MIA,WAS,REG,6,Hard Rock Stadium,outdoors,grass,84.0,13.0,0
2019_07_ARI_NYG,NYG,ARI,REG,7,MetLife Stadium,outdoors,fieldturf,56.0,3.0,0
2019_07_BAL_SEA,SEA,BAL,REG,7,Lumen Field,outdoors,fieldturf,50.0,8.0,0
2019_07_HOU_IND,IND,HOU,REG,7,Lucas Oil Stadium,open,fieldturf,,,1
2019_07_JAX_CIN,CIN,JAX,REG,7,Paycor Stadium,outdoors,grass,70.0,2.0,0
2019_07_KC_DEN,DEN,KC,REG,7,Empower Field at Mile High,outdoors,grass,75.0,6.0,0
2019_07_LAC_TEN,TEN,LAC,REG,7,Nissan Stadium,outdoors,grass,77.0,2.0,0
2019_07_LA_ATL,ATL,LA,REG,7,Mercedes-Benz Stadium,open,fieldturf,,,0
2019_07_MIA_BUF,BUF,MIA,REG,7,Highmark Stadium,outdoors,astroturf,65.0,7.0,1
2019_07_MIN_DET,DET,MIN,REG,7,Ford Field,dome,fieldturf,,,0
2019_07_NE_NYJ,NYJ,NE,REG,7,MetLife Stadium,outdoors,fieldturf,58.0,0.0,0
2019_07_NO_CHI,CHI,NO,REG,7,Soldier Field,outdoors,grass,54.0,6.0,0
2019_07_OAK_GB,GB,LV,REG,7,Lambeau Field,outdoors,grass,55.0,6.0,1
2019_07_PHI_DAL,DAL,PHI,REG,7,AT&T Stadium,closed,fieldturf,,,1
2019_07_SF_WAS,WAS,SF,REG,7,Commanders Field,outdoors,grass,55.0,12.0,0
2019_08_ARI_NO,NO,ARI,REG,8,Caesars Superdome,dome,astroturf,,,1
2019_08_CAR_SF,SF,CAR,REG,8,Levi's® Stadium,outdoors,grass,66.0,19.0,1
2019_08_CIN_LA,LA,CIN,REG,8,Wembley Stadium,outdoors,grass,48.0,5.0,1
2019_08_CLE_NE,NE,CLE,REG,8,Gillette Stadium,outdoors,grass,49.0,11.0,1
2019_08_DEN_IND,IND,DEN,REG,8,Lucas Oil Stadium,open,fieldturf,,,0
2019_08_GB_KC,KC,GB,REG,8,GEHA Field at Arrowhead Stadium,outdoors,astroturf,54.0,5.0,1
2019_08_LAC_CHI,CHI,LAC,REG,8,Soldier Field,outdoors,grass,52.0,9.0,1
2019_08_MIA_PIT,PIT,MIA,REG,8,Acrisure Stadium,outdoors,grass,59.0,2.0,1
2019_08_NYG_DET,DET,NYG,REG,8,Ford Field,dome,fieldturf,,,1
2019_08_NYJ_JAX,JAX,NYJ,REG,8,EverBank Stadium,outdoors,grass,79.0,11.0,1
2019_08_OAK_HOU,HOU,LV,REG,8,NRG Stadium,closed,grass,,,0
2019_08_PHI_BUF,BUF,PHI,REG,8,Highmark Stadium,outdoors,astroturf,54.0,23.0,0
2019_08_SEA_ATL,ATL,SEA,REG,8,Mercedes-Benz Stadium,open,fieldturf,,,0
2019_08_TB_TEN,TEN,TB,REG,8,Nissan Stadium,outdoors,grass,59.0,3.0,0
2019_08_WAS_MIN,MIN,WAS,REG,8,U.S. Bank Stadium,dome,sportturf,,,1
2019_09_CHI_PHI,PHI,CHI,REG,9,Lincoln Financial Field,outdoors,grass,52.0,13.0,1
2019_09_CLE_DEN,DEN,CLE,REG,9,Empower Field at Mile High,outdoors,grass,55.0,4.0,1
2019_09_DAL_NYG,NYG,DAL,REG,9,MetLife Stadium,outdoors,fieldturf,51.0,10.0,0
2019_09_DET_OAK,LV,DET,REG,9,Oakland-Alameda County Stadium,outdoors,grass,71.0,6.0,0
2019_09_GB_LAC,LAC,GB,REG,9,ROKiT Field - Dignity Health Sports Park,outdoors,grass,79.0,2.0,1
2019_09_HOU_JAX,JAX,HOU,REG,9,Wembley Stadium,outdoors,grass,53.0,6.0,0
2019_09_IND_PIT,PIT,IND,REG,9,Acrisure Stadium,outdoors,grass,48.0,12.0,1
2019_09_MIN_KC,KC,MIN,REG,9,GEHA Field at Arrowhead Stadium,outdoors,astroturf,54.0,15.0,1
2019_09_NE_BAL,BAL,NE,REG,9,M&T Bank Stadium,outdoors,grass,48.0,1.0,1
2019_09_NYJ_MIA,MIA,NYJ,REG,9,Hard Rock Stadium,outdoors,grass,85.0,11.0,1
2019_09_SF_ARI,ARI,SF,REG,9,State Farm Stadium,closed,grass,,,0
2019_09_TB_SEA,SEA,TB,REG,9,Lumen Field,outdoors,fieldturf,54.0,6.0,0
2019_09_TEN_CAR,CAR,TEN,REG,9,Bank of America Stadium,outdoors,grass,58.0,5.0,1
2019_09_WAS_BUF,BUF,WAS,REG,9,Highmark Stadium,outdoors,astroturf,42.0,18.0,1
2019_10_ARI_TB,TB,ARI,REG,10,Raymond James Stadium,outdoors,grass,77.0,8.0,0
2019_10_ATL_NO,NO,ATL,REG,10,Caesars Superdome,dome,astroturf,,,0
2019_10_BAL_CIN,CIN,BAL,REG,10,Paycor Stadium,outdoors,grass,56.0,9.0,0
2019_10_BUF_CLE,CLE,BUF,REG,10,Cleveland Browns Stadium,outdoors,grass,50.0,10.0,1
2019_10_CAR_GB,GB,CAR,REG,10,Lambeau Field,outdoors,grass,34.0,6.0,1
2019_10_DET_CHI,CHI,DET,REG,10,Soldier Field,outdoors,grass,40.0,12.0,1
2019_10_KC_TEN,TEN,KC,REG,10,Nissan Stadium,outdoors,grass,63.0,9.0,0
2019_10_LAC_OAK,LV,LAC,REG,10,Oakland-Alameda County Stadium,outdoors,grass,54.0,9.0,1
2019_10_LA_PIT,PIT,LA,REG,10,Acrisure Stadium,outdoors,grass,55.0,12.0,1
2019_10_MIA_IND,IND,MIA,REG,10,Lucas Oil Stadium,closed,fieldturf,,,0
2019_10_MIN_DAL,DAL,MIN,REG,10,AT&T Stadium,closed,fieldturf,,,1
2019_10_NYG_NYJ,NYJ,NYG,REG,10,MetLife Stadium,outdoors,fieldturf,48.0,8.0,0
2019_10_SEA_SF,SF,SEA,REG,10,Levi's® Stadium,outdoors,grass,77.0,3.0,0
2019_11_ARI_SF,SF,ARI,REG,11,Levi's® Stadium,outdoors,grass,72.0,0.0,1
2019_11_ATL_CAR,CAR,ATL,REG,11,Bank of America Stadium,outdoors,grass,51.0,11.0,0
2019_11_BUF_MIA,MIA,BUF,REG,11,Hard Rock Stadium,outdoors,grass,62.0,13.0,0
2019_11_CHI_LA,LA,CHI,REG,11,Los Angeles Memorial Coliseum,outdoors,grass,79.0,0.0,1
2019_11_CIN_OAK,LV,CIN,REG,11,Oakland-Alameda County Stadium,outdoors,grass,76.0,13.0,1
2019_11_DAL_DET,DET,DAL,REG,11,Ford Field,dome,fieldturf,,,0
2019_11_DEN_MIN,MIN,DEN,REG,11,U.S. Bank Stadium,dome,sportturf,,,0
2019_11_HOU_BAL,BAL,HOU,REG,11,M&T Bank Stadium,outdoors,grass,44.0,10.0,1
2019_11_JAX_IND,IND,JAX,REG,11,Lucas Oil Stadium,closed,fieldturf,,,1
2019_11_KC_LAC,LAC,KC,REG,11,Estadio Azteca (Mexico City),outdoors,grass,67.0,7.0,0
2019_11_NE_PHI,PHI,NE,REG,11,Lincoln Financial Field,outdoors,grass,42.0,13.0,0
2019_11_NO_TB,TB,NO,REG,11,Raymond James Stadium,outdoors,grass,55.0,4.0,0
2019_11_NYJ_WAS,WAS,NYJ,REG,11,Commanders Field,outdoors,grass,43.0,8.0,0
2019_11_PIT_CLE,CLE,PIT,REG,11,Cleveland Browns Stadium,outdoors,grass,36.0,10.0,1
2019_12_BAL_LA,LA,BAL,REG,12,Los Angeles Memorial Coliseum,outdoors,grass,62.0,5.0,0
2019_12_CAR_NO,NO,CAR,REG,12,Caesars Superdome,dome,astroturf,,,1
2019_12_DAL_NE,NE,DAL,REG,12,Gillette Stadium,outdoors,grass,38.0,16.0,1
2019_12_DEN_BUF,BUF,DEN,REG,12,Highmark Stadium,outdoors,astroturf,40.0,17.0,1
2019_12_DET_WAS,WAS,DET,REG,12,Commanders Field,outdoors,grass,46.0,17.0,0
2019_12_GB_SF,SF,GB,REG,12,Levi's® Stadium,outdoors,grass,63.0,7.0,1
2019_12_IND_HOU,HOU,IND,REG,12,NRG Stadium,closed,grass,,,0
2019_12_JAX_TEN,TEN,JAX,REG,12,Nissan Stadium,outdoors,grass,52.0,9.0,1
2019_12_MIA_CLE,CLE,MIA,REG,12,Cleveland Browns Stadium,outdoors,grass,39.0,14.0,1
2019_12_NYG_CHI,CHI,NYG,REG,12,Soldier Field,outdoors,grass,48.0,12.0,1
2019_12_OAK_NYJ,NYJ,LV,REG,12,MetLife Stadium,outdoors,fieldturf,43.0,12.0,1
2019_12_PIT_CIN,CIN,PIT,REG,12,Paycor Stadium,outdoors,grass,46.0,10.0,0
2019_12_SEA_PHI,PHI,SEA,REG,12,Lincoln Financial Field,outdoors,grass,40.0,17.0,0
2019_12_TB_ATL,ATL,TB,REG,12,Mercedes-Benz Stadium,closed,fieldturf,,,0
2019_13_BUF_DAL,DAL,BUF,REG,13,AT&T Stadium,closed,fieldturf,,,0
2019_13_CHI_DET,DET,CHI,REG,13,Ford Field,dome,fieldturf,,,0
2019_13_CLE_PIT,PIT,CLE,REG,13,Acrisure Stadium,outdoors,grass,46.0,6.0,1
2019_13_GB_NYG,NYG,GB,REG,13,MetLife Stadium,outdoors,fieldturf,32.0,10.0,0
2019_13_LAC_DEN,DEN,LAC,REG,13,Empower Field at Mile High,outdoors,grass,33.0,7.0,1
2019_13_LA_ARI,ARI,LA,REG,13,State Farm Stadium,closed,grass,,,0
2019_13_MIN_SEA,SEA,MIN,REG,13,Lumen Field,outdoors,fieldturf,51.0,1.0,1
2019_13_NE_HOU,HOU,NE,REG,13,NRG Stadium,closed,grass,,,1
2019_13_NO_ATL,ATL,NO,REG,13,Mercedes-Benz Stadium,closed,fieldturf,,,0
2019_13_NYJ_CIN,CIN,NYJ,REG,13,Paycor Stadium,outdoors,grass,46.0,15.0,1
2019_13_OAK_KC,KC,LV,REG,13,GEHA Field at Arrowhead Stadium,outdoors,astroturf,36.0,20.0,1
2019_13_PHI_MIA,MIA,PHI,REG,13,Hard Rock Stadium,outdoors,grass,82.0,15.0,0
2019_13_SF_BAL,BAL,SF,REG,13,M&T Bank Stadium,outdoors,grass,40.0,13.0,1
2019_13_TB_JAX,JAX,TB,REG,13,EverBank Stadium,outdoors,grass,77.0,15.0,0
2019_13_TEN_IND,IND,TEN,REG,13,Lucas Oil Stadium,closed,fieldturf,,,1
2019_13_WAS_CAR,CAR,WAS,REG,13,Bank of America Stadium,outdoors,grass,64.0,16.0,0
2019_14_BAL_BUF,BUF,BAL,REG,14,Highmark Stadium,outdoors,astroturf,43.0,18.0,0
2019_14_CAR_ATL,ATL,CAR,REG,14,Mercedes-Benz Stadium,closed,fieldturf,,,1
2019_14_CIN_CLE,CLE,CIN,REG,14,Cleveland Browns Stadium,outdoors,grass,48.0,16.0,1
2019_14_DAL_CHI,CHI,DAL,REG,14,Soldier Field,outdoors,grass,44.0,9.0,1
2019_14_DEN_HOU,HOU,DEN,REG,14,NRG Stadium,closed,grass,,,0
2019_14_DET_MIN,MIN,DET,REG,14,U.S. Bank Stadium,dome,sportturf,,,1
2019_14_IND_TB,TB,IND,REG,14,Raymond James Stadium,outdoors,grass,78.0,9.0,0
2019_14_KC_NE,NE,KC,REG,14,Gillette Stadium,outdoors,grass,32.0,8.0,0
2019_14_LAC_JAX,JAX,LAC,REG,14,EverBank Stadium,outdoors,grass,62.0,7.0,0
2019_14_MIA_NYJ,NYJ,MIA,REG,14,MetLife Stadium,outdoors,fieldturf,41.0,9.0,1
2019_14_NYG_PHI,PHI,NYG,REG,14,Lincoln Financial Field,outdoors,grass,53.0,11.0,0
2019_14_PIT_ARI,ARI,PIT,REG,14,State Farm Stadium,closed,grass,,,0
2019_14_SEA_LA,LA,SEA,REG,14,Los Angeles Memorial Coliseum,outdoors,grass,60.0,4.0,1
2019_14_SF_NO,NO,SF,REG,14,Caesars Superdome,dome,astroturf,,,0
2019_14_TEN_OAK,LV,TEN,REG,14,Oakland-Alameda County Stadium,outdoors,grass,59.0,5.0,0
2019_14_WAS_GB,GB,WAS,REG,14,Lambeau Field,outdoors,grass,37.0,10.0,1
2019_15_ATL_SF,SF,ATL,REG,15,Levi's® Stadium,outdoors,grass,55.0,6.0,1
2019_15_BUF_PIT,PIT,BUF,REG,15,Acrisure Stadium,outdoors,grass,31.0,6.0,1
2019_15_CHI_GB,GB,CHI,REG,15,Lambeau Field,outdoors,grass,11.0,7.0,1
2019_15_CLE_ARI,ARI,CLE,REG,15,State Farm Stadium,closed,grass,,,1
2019_15_DEN_KC,KC,DEN,REG,15,GEHA Field at Arrowhead Stadium,outdoors,astroturf,24.0,8.0,1
2019_15_HOU_TEN,TEN,HOU,REG,15,Nissan Stadium,outdoors,grass,45.0,4.0,0
